title,date,stock,label
"Jefferies Upgrades E-Trade Financial, 'A Unique And Scarce Asset'",2018-09-19,AMTD,1.0
UPDATE: California Dept. Of Insurance Commissioner Dave Jones Suit Against AbbVie Related To Illegal Kickbacks In Promoting Humira,2018-09-18,ABBV,1.0
Abbvie Shares Down ~1.3% As California Insurance Regulator Sues Co. Over Alleged Kickbacks,2018-09-18,ABBV,1.0
'JUST IN: Rusal's aluminum plant in Armenia starts reducing output due to U.S. sanctions - sources'-Reuters Business Tweets,2018-09-18,ACH,1.0
'$abbv being sued today by California for price collusion.   This the least of the problems. Wait until the government starts exploring the rapid and unjustifiable death rate from Humira tgt $60' - Citron Research Tweets,2018-09-18,ABBV,1.0
"Citigroup Maintains Neutral on Accenture, Raises Price Target to $172",2018-09-18,ACN,1.0
"A Life Science Tools And Diagnostics Pair Trade: Goldman Recommends Buying Agilent, Moving to Sidelines On Thermo Fisher",2018-09-17,A,0.0
"Stocks Which Set New 52-Week High Friday, September 14th",2018-09-17,ACIW,0.0
"Bank of America Upgrades Advance Auto Parts to Neutral, Raises Price Target to $177",2018-09-17,AAP,0.0
"Stocks Which Set New 52-Week High Friday, September 14th",2018-09-17,AB,0.0
"Argus Maintains Buy on Advance Auto Parts, Raises Price Target to $184",2018-09-17,AAP,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 13th",2018-09-14,AAV,0.0
24 Stocks Moving In Friday's Pre-Market Session,2018-09-14,AAOI,0.0
"Stocks Which Set New 52-Week High Yesterday, September 13th",2018-09-14,ACN,0.0
"Stocks Which Set New 52-Week High Yesterday, September 13th",2018-09-14,ACIW,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 13th",2018-09-14,ACOR,0.0
"Stocks Which Set New 52-Week High Yesterday, September 12",2018-09-13,AAN,1.0
AbbVie Reports Patient-Reported Outcomes Data From 3 Pivotal Phase 3 Studies Of Risankizumab Showing Improvements In Health-Related Quality Of Life For Patients With Psoriasis,2018-09-13,ABBV,1.0
ABB Shares Spike 0.4% Higher Over Last Min. As Hearing Stock Upgraded To Buy By Societe Generale,2018-09-13,ABB,1.0
"Stocks Which Set New 52-Week High Yesterday, September 12",2018-09-13,ACIW,1.0
"AbbVie Reports Longer-Term, Patient-Reported Outcomes Data For Upadacitinib Phase 2b Atopic Dermatitis Study: Patients 'showed continuous improvements in skin lesions and pruritus (itch) at week 32'",2018-09-13,ABBV,1.0
"Stocks Which Set New 52-Week High Yesterday, September 11th",2018-09-12,AAN,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 11th",2018-09-12,ABEV,0.0
"Earnings Scheduled For September 12, 2018",2018-09-12,ACET,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 11th",2018-09-12,ABX,0.0
"Stocks That Made New 52-Week Highs So Far Today Include: AMD, Salesforce, Jacobs Engineering, Church & Dwight, Simon Property Group, Verizon, Lowe's, Hormel, Adobe, Kohl's, Total System Services, Union Pacific, Home Depot, American Express, & Pfizer",2018-09-12,ACN,0.0
AbbVie Reports FDA Expanded Label For VENCLEXTA In Combo With Rituximab to Include Info About Patients With Previously-Trated Chronic Lymphocytic Leukemia Who Achieved Minimal Residual Disease Negativity In Phase 3 MURANO Trial,2018-09-11,ABBV,1.0
Acacia Research 8-K Shows Pres Robert Stewart Was Terminated From His Position,2018-09-11,ACTG,1.0
"UPDATE: Acacia Research Had Previously Expected Pres Stewart's Transition Away From Pres To Be Effective Aug. 10, 2018; Termination Was Not Finalized Til Sep. 7, 2018",2018-09-11,ACTG,1.0
AcelRx Announces October 12 Date Of FDA Advisory Committee Meeting For DSUVIA,2018-09-11,ACRX,1.0
51 Biggest Movers From Yesterday,2018-09-11,ACOR,1.0
Achillion Announces Paul Firuta COO,2018-09-10,ACHN,0.0
52 Biggest Movers From Friday,2018-09-10,ABM,0.0
"AmerisourceBergen Reports CFO Tim Guttman To Retire; Group Pres For Global Commercialization Services, Animal Health, James Cleary To Replace As CFO; Co. Reaffirms FY18 Guidance",2018-09-10,ABC,0.0
"Stocks Which Set New 52-Week Low Friday, September 7th",2018-09-10,AAV,0.0
Mid-Afternoon Market Update: Dow Edges Lower; Acorda Therapeutics Shares Plunge,2018-09-10,ACOR,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 6th",2018-09-07,AAV,1.0
"Stocks That Made New 52-Week Highs Yesterday, September 6th",2018-09-07,ACN,1.0
55 Biggest Movers From Yesterday,2018-09-07,ABAC,1.0
ABM Industries shares are up 9.6% after the company late Thursday reported mixed Q3 earnings but reaffirmed strong full-year 2018 guidance.,2018-09-07,ABM,1.0
44 Stocks Moving In Friday's Mid-Day Session,2018-09-07,ABM,1.0
"Stocks Which Set New 52-Week High Yesterday, September 5th",2018-09-06,AAP,0.0
40 Stocks Moving In Thursday's Mid-Day Session,2018-09-06,ABAC,0.0
"Shares of nano-cap Chinese hog farming company, Renmin Tianli Group, are up 67.1% on 61x avg. trading volume; Not seeing news to justify price action, but the company has just 3.9 million shares outstanding and is susceptible to low-float manipulation.",2018-09-06,ABAC,0.0
Benzinga Pro's 5 Stocks To Watch Today,2018-09-06,ABAC,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 5th",2018-09-06,AAV,0.0
AmerisourceBergen Reaffirms FY18 Outlook,2018-09-05,ABC,0.0
55 Biggest Movers From Yesterday,2018-09-05,AAOI,0.0
"Stocks Which Set New 52-Week High Yesterday, September 4th",2018-09-05,AAP,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 4th",2018-09-05,AAV,0.0
"Stocks Which Set New 52-Week Low Yesterday, September 4th",2018-09-05,ABAC,0.0
Advantage Oil & Gas Late Friday Announced Intention To Delist From NYSE,2018-09-04,AAV,0.0
"Stocks Which Set New 52-Week High Friday, August 31",2018-09-04,ABR,0.0
Citigroup Upgrades ABB to Buy,2018-09-04,ABB,0.0
"Stocks That Made New 52-Week Highs So Far Today Include: AMD, Visa, Lowe's, Amazon, Cintas, Sherwin-Williams, Gartner, Ulta Beauty, Intuitive Surgical, Humana, Verisk, Humana, Darden Restaurants, Dollar General, NVIDIA, Hormel, Apple, Aetna, & Mastercard",2018-09-04,AAP,0.0
"Deutsche Bank Initiates Coverage On Atlas Air Worldwide Hldgs with Buy Rating, Announces $76 Price Target",2018-09-04,AAWW,0.0
"Stocks Which Set New 52-Week High Yesterday, August 30th",2018-08-31,ADP,1.0
"Stocks Which Set New 52-Week High Yesterday, August 30th",2018-08-31,ACRE,1.0
Attention Biotech Investors: Mark Your Calendar For These September PDUFA Dates,2018-08-31,ADMP,1.0
Aerie Pharmaceuticals Option Alert: Nov 16 $80 Calls at the Ask: 750 @ $0.6 vs 5 OI; Ref=$61.225,2018-08-31,AERI,1.0
"Stocks Which Set New 52-Week High Yesterday, August 30th",2018-08-31,ABR,1.0
45 Biggest Movers From Yesterday,2018-08-30,ACHN,0.0
"Stocks Trading Ex Dividend For Thurs., Aug. 30, 2018",2018-08-30,ACCO,0.0
"Stocks Which Set New 52-Week High Yesterday, August 29th",2018-08-30,ACRE,0.0
"Stocks Which Set New 52-Week High Yesterday, August 29th",2018-08-30,ACN,0.0
"Stocks Trading Ex Dividend For Thurs., Aug. 30, 2018",2018-08-30,ABX,0.0
"Stocks Which Set New 52-Week High Yesterday, August 28th",2018-08-29,ABR,1.0
"Benzinga's Top Upgrades, Downgrades For August 29, 2018",2018-08-29,ABX,1.0
"Stocks That Will Trading Ex Dividend Thursday, August 30th:",2018-08-29,ACCO,1.0
"Stocks That Will Trading Ex Dividend Thursday, August 30th:",2018-08-29,ABX,1.0
Citigroup Upgrades Barrick Gold to Neutral,2018-08-29,ABX,1.0
Affimed Shares Soar On $5B Collaboration With Roche's Genentech,2018-08-28,AFMD,0.0
Mid-Day Market Update: DSW Climbs On Upbeat Results; Akcea Therapeutics Shares Slide,2018-08-28,AFMD,0.0
Mid-Afternoon Market Update: Affimed Jumps On Collaboration With Roche's Genentech; Mitek Systems Shares Drop,2018-08-28,AFMD,0.0
30 Stocks Moving In Tuesday's Mid-Day Session,2018-08-28,AFMD,0.0
Mid-Morning Market Update: Markets Open Higher; Tiffany Beats Q2 Estimates,2018-08-28,AFMD,0.0
"Stocks Which Set New 52-Week High Friday, August 24th",2018-08-27,ACIW,1.0
"Stocks Which Set New 52-Week High Friday, August 24th",2018-08-27,ABR,1.0
"Stocks Which Set New 52-Week High Friday, August 24th",2018-08-27,AAP,1.0
UPDATE: Adamis Highlights 7 Upcoming Future Milestones,2018-08-27,ADMP,1.0
"Stocks That Made New 52-Week Highs So Far Today Include: IHS Markit, Cooper Cos., IDEXX Labs, Motorola Solutions, Emerson, Sherwin-Williams, Kansas City Southern, Norfolk Southern, Archer-Daniels, Verisk, Illumina, CSX, AMD, Eli Lilly, & Union Pacific",2018-08-27,ADM,1.0
"Benzinga's Top Upgrades, Downgrades For August 24, 2018",2018-08-24,ABG,1.0
"Stocks Which Set New 52-Week High Yesterday, August 23rd",2018-08-24,AAN,1.0
"Stocks Which Set New 52-Week High Yesterday, August 23rd",2018-08-24,AAP,1.0
"Geron Shares Remain Elevated, Up 28.3% With Some Attributing Upside To Johnson & Johnson Job Posting For a Strategic Pricing Manager For Imbruvica & Imetelstat, Drugs Its Partnered On With AbbVie and Geron, Respectively",2018-08-24,ABBV,1.0
"Stocks Which Set New 52-Week High Yesterday, August 23rd",2018-08-24,AAON,1.0
"Stocks That Made New 52-Week Highs So Far Today Include: Costco, Express Scripts, Global Payments, Ross Stores, Abbott Labs, ADP, Medtronic, Tractor Supply, Intuitive Surgical, Gartner, Sysco, Advance Auto Parts, and AMD",2018-08-23,AAP,0.0
"Stocks Which Set New 52-Week High Yesterday, August 22nd",2018-08-23,AAP,0.0
"Stocks Which Set New 52-Week High Yesterday, August 22nd",2018-08-23,AAN,0.0
ABB Shares Spike 0.9% Higher Over Last Min. Amid Report Co. Considering Sale Of Its Power Grid Unit,2018-08-23,ABB,0.0
ABB Option Alert: Sep 21 $23 Calls Sweep (47) near the Bid: 3117 @ $0.482 vs 1592 OI; Ref=$23.05,2018-08-23,ABB,0.0
"Stocks That Made New 52-Week Highs So Far Today Include: ADP, American Express, Lowe's, Kroger, Michael Kors, Advance Auto Parts, TJX Companies, Universal Health Services, Costco, Kansas City Southern, AMD, Dollar General, Nike,  and Target",2018-08-22,AAP,1.0
"Stocks Which Set New 52-Week High Yesterday, August 21st",2018-08-22,AAON,1.0
Raymond James Downgrades Optical Name Finisar On Near-Term Pressures,2018-08-22,AAOI,1.0
"Stocks Which Set New 52-Week High Yesterday, August 21st",2018-08-22,AAP,1.0
UPDATE: AbbVie Says No New Safety Signals Identified,2018-08-22,ABBV,1.0
"Stocks Which Set New 52-Week High Tues., Aug. 21, 2018",2018-08-21,AAON,1.0
"Stocks Which Set New 52-Week High Tues., Aug. 21, 2018",2018-08-21,AAP,1.0
"Agilent Companion Diagnostic Gains Expanded FDA Approval in Urothelial Carcinoma, PD-L1 IHC 22C3 pharmDx Now Approved to Identify Certain Urothelial Carcinoma Patients for Treatment With KEYTRUDA",2018-08-21,A,1.0
"Stocks Which Set New 52-Week High Tues., Aug. 21, 2018",2018-08-21,ABG,1.0
"Stocks Which Set New 52-Week High Tues., Aug. 21, 2018",2018-08-21,ABCD,1.0
28 Stocks Moving In Monday's Mid-Day Session,2018-08-20,AKAO,1.0
Nvidia Unveils GeForce RTX Series: 'A New Golden Age Of Gaming',2018-08-20,ADBE,1.0
Aspen Insurance In Talks to be Acquired by Apollo for ~$40/Share,2018-08-20,AHL,1.0
"Aoxin Tianli Group Q2 EPS $(0.05) Down From $0.01 YoY, Sales $6.18M Down From $6.222M YoY",2018-08-20,ABAC,1.0
50 Biggest Movers From Friday,2018-08-20,ADMP,1.0
"Stocks Which Set New 52-Week Low Yesterday, August 16th",2018-08-17,ABAC,1.0
"Stocks Which Set New 52-Week High Yesterday, August 16th",2018-08-17,AAON,1.0
"Advance Auto Parts Director Travis Buys 1,250 @ Avg Price: $159.70",2018-08-17,AAP,1.0
"Stocks Which Set New 52-Week High Yesterday, August 16th",2018-08-17,AAP,1.0
"Stocks Which Set New 52-Week Low Yesterday, August 16th",2018-08-17,AAU,1.0
"Stocks Which Set New 52-Week Low Yesterday, August 15th",2018-08-16,ABX,1.0
"Stocks Which Set New 52-Week Low Yesterday, August 15th",2018-08-16,AAU,1.0
"Stocks Which Set New 52-Week Low Yesterday, August 15th",2018-08-16,ACH,1.0
"AcelRX Shares Should More Than Double On Painkiller Assets, Landenburg Says In Bullish Initiation",2018-08-16,ACRX,1.0
31 Stocks Moving In Thursday's Mid-Day Session,2018-08-16,ABAC,1.0
"10 Stocks To Watch For August 15, 2018",2018-08-15,A,0.0
A Peek Into The Markets: US Stock Futures Tumble Ahead Of Economic Reports,2018-08-15,A,0.0
30 Stocks Moving In Wednesday's Pre-Market Session,2018-08-15,A,0.0
"Morgan Stanley Maintains Overweight on Agilent Technologies, Raises Price Target to $84",2018-08-15,A,0.0
"Deutsche Bank Maintains Buy on Agilent Technologies, Raises Price Target to $80",2018-08-15,A,0.0
"Agilent Technologies Q3 Adj. EPS $0.67 Beats $0.63 Estimate, Sales $1.203B Beat $1.2B Estimate",2018-08-14,A,1.0
"13F Filing From Tiger Global Shows Dissolved Stake In Activision, Agilent, Altria, and American Express",2018-08-14,A,1.0
"Earnings Scheduled For August 14, 2018",2018-08-14,A,1.0
Jana Partners 13F shows Increased Stake In Agilent Technologies From ~1.02M Shares To ~1.22M Shares,2018-08-14,A,1.0
Agilent Technologies Q3 Earnings Preview,2018-08-14,A,1.0
Barrick Gold And Novagold Resources Receive Federal Permits For Donlin Gold Project,2018-08-13,ABX,0.0
"Accenture Announces Strategic Alliance, Investment in Chinese AI Start-up Malong Technologies",2018-08-13,ACN,0.0
Advance Auto Parts Q2 Earnings Outlook,2018-08-13,AAP,0.0
Advance Auto Parts Names Jeffrey Shepherd CFO,2018-08-13,AAP,0.0
"Cambium Learning Group Q2 EPS $0.09 Misses $0.10 Estimate, Sales $41M Beat $39.97M Estimate",2018-08-13,ABCD,0.0
"Stocks Which Set New 52-Week Low Yesterday, August 9th",2018-08-10,ACST,0.0
"Stocks Which Set New 52-Week Low Yesterday, August 9th",2018-08-10,ACAD,0.0
"Stocks Which Set New 52-Week High Yesterday, August 9th",2018-08-10,AAP,0.0
ACADIA Pharmaceuticals shares are up 10.9% on no news today; The company on Wednesday reported a Q2 earnings miss and cut 2018 sales guidance.,2018-08-10,ACAD,0.0
"AeroCentury Corp. Late Thursday Reported Q2 EPS $(0.06) Beat $(0.21) Estimate, Sales $6.8M Missed $6.84M Estimate",2018-08-10,ACY,0.0
85 Biggest Movers From Yesterday,2018-08-09,AAOI,0.0
"Stocks Which Set New 52-Week High Yesterday, August 8th",2018-08-09,AAP,0.0
"AB Announces July 31, 2018 Assets Under Management Of $546B",2018-08-09,AB,0.0
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Thurs., Aug. 9, 2018",2018-08-09,AAOI,0.0
68 Stocks Moving In Thursday's Mid-Day Session,2018-08-09,ACAD,0.0
68 Stocks Moving In Wednesday's Mid-Day Session,2018-08-08,AAOI,1.0
What Analysts Like In Applied Optoelectronics' Q2,2018-08-08,AAOI,1.0
Benzinga Pro's 5 Stocks To Watch Today,2018-08-08,AAOI,1.0
Mid-Morning Market Update: Markets Edge Lower; CVS Health Profit Tops Expectations,2018-08-08,AAOI,1.0
"Stocks Which Set New 52-Week Low Yesterday, August 7th",2018-08-08,AAME,1.0
"Applied Optoelectronics Sees Q3 Sales $82-$92M vs $90M Est., EPS $0.54-$0.75 vs $0.64 Est.",2018-08-07,AAOI,1.0
"Stocks That Made New 52-Week Highs Earlier Today Include: SL Green Realty, Verisk Analytics, Medtronics, Pfizer, Conoco Phillips, Archer-Daniels, Eli Lilly, Merck, Phillips 66, Costco, Advance Auto Parts, Norfolk Southern, CSX, Zoetis, Apple, and Disney",2018-08-07,AAP,1.0
Applied Optoelectronics shares are trading up 26.8% after the company beat Q2 earnings estimates.,2018-08-07,AAOI,1.0
"Stocks Which Set New 52-Week High Yesterday, August 6th",2018-08-07,AAP,1.0
"Applied Optoelectronics Q2 EPS $0.64 Beats $0.45 Estimate, Sales $87.8M Beat $77.82M Estimate",2018-08-07,AAOI,1.0
"Stocks Which Set New 52-Week Highs Friday, August 3rd",2018-08-06,AAP,1.0
"Stocks Which Set New 52-Week Highs Friday, August 3rd",2018-08-06,ABR,1.0
"The Week Ahead: Earnings From Disney, Roku And Snap, Rite Aid Votes On Albertsons Deal",2018-08-06,AAOI,1.0
"Stocks That Made New 52-Week Highs So Far Today Include: CSX, Jacobs Engineering, Medtronic, United Continental, Cintas, Advance Auto Parts, O'Reilly Automotive, Robert Half, Norfolk Southern, Verisk Analytics, NextEra Energy, Pfizer, Apple, & Illumina",2018-08-06,AAP,1.0
"Alcentra Capital Q2 EPS $0.25 Beats $0.20 Estimate, Sales $7.3M Beat $6.64M Estimate",2018-08-06,ABDC,1.0
"Stocks Which Set New 52-Week Low Yesterday, August 2nd",2018-08-03,AAU,1.0
Raymond James Downgrades Advantage Oil & Gas to Market Perform,2018-08-03,AAV,1.0
"Advantage Oil & Gas Late Thursday Reported Q2 EPS $0.12 Beat $0.04 Estimate, Sales $45.319M Beat $44.59M Estimate",2018-08-03,AAV,1.0
"Stocks Trading Ex Dividend For Fri., Aug. 3, 2018",2018-08-03,AB,1.0
"Stocks That Made New 52-Week Highs Earlier Today Include: Pfizer, AES, Simon Property Group, HCA Healthcare, Church & Dwight, Kellogg, Advanced Auto Parts, McCormick, Target, O'Reilly Automotive, Ross Stores, Mosaic, and CF Industries",2018-08-03,AAP,1.0
"AAON Q2 EPS $0.22, Inline, Sales $109.6M Miss $117.69M Estimate",2018-08-02,AAON,1.0
"Atlas Air Worldwide Raises Guidance, Sees FY18 Sales Of ~$2.6B vs $2.61B Est., Adj. EBITDA Increased To $520M",2018-08-02,AAWW,1.0
"AmerisourceBergen Q3 EPS $1.54 Beats $1.46 Estimate, Sales $43.1B Beat $42.91B Estimate",2018-08-02,ABC,1.0
A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street,2018-08-02,ABC,1.0
"Atlas Air Worldwide Q2 EPS $1.75 Beats $1.21 Estimate, Sales $666.145M Beat $633.48M Estimate",2018-08-02,AAWW,1.0
"Benzinga's Top Upgrades, Downgrades For August 1, 2018",2018-08-01,ACHC,0.0
AmerisourceBergen's Q3 Earnings Preview,2018-08-01,ABC,0.0
"Triumph Bancorp Shares Rallied 8% Wed. Following Late Tues. News Co. To Join S&P SmallCap 600, Replacing Abaxis",2018-08-01,ABAX,0.0
65 Biggest Movers From Yesterday,2018-08-01,ACCO,0.0
BMO Capital Downgrades Acadia Healthcare Co to Market Perform,2018-08-01,ACHC,0.0
"Stocks Which Set New 52-Week Low Yesterday, July 30th",2018-07-31,ABDC,1.0
Raymond James Initiates Coverage On Arbor Realty Trust with Market Perform Rating,2018-07-31,ABR,1.0
"Agilent Announces CFO Didier Hirsch To Retire October 31, Robert McMahon To Become CFO",2018-07-31,A,1.0
52 Stocks Moving In Tuesday's Mid-Day Session,2018-07-31,ACCO,1.0
"ACCO Brands Reiterates FY18 Outlook, Sees Adj. EPS $1.33-$1.37 vs $1.36 Est.",2018-07-31,ACCO,1.0
AbbVie Option Alert: Fri $88.5 Puts Sweep (26) near the Ask: 653 @ $0.614 vs 124 OI; Ref=$89.76,2018-07-30,ABBV,0.0
RBC Capital Downgrades Barrick Gold to Sector Perform,2018-07-30,ABX,0.0
"Benzinga's Top Upgrades, Downgrades For July 30, 2018",2018-07-30,ABX,0.0
5 Reasons Why RBC Turned Cautious On Barrick Gold,2018-07-30,ABX,0.0
"Stocks Which Set New 52-Week Low Friday, July 27",2018-07-30,ABX,0.0
"Stocks Which Set New 52-Week High Yesterday, July 26th:",2018-07-27,AAN,0.0
60 Biggest Movers From Yesterday,2018-07-27,AAN,0.0
AbbVie Option Alert: Fri $92 Puts Sweep (11) near the Ask: 500 @ $3.0 vs 3600 OI; Earnings 7/27 Before Open Ref=$88.989,2018-07-27,ABBV,0.0
Shares of Applied Electronics Trading Up Slightly On Unconfirmed Chatter Of M&A Interest,2018-07-27,AAOI,0.0
"Stocks Which Set New 52-Week High Yesterday, July 26th:",2018-07-27,AB,0.0
Aaron's Reaffirms FY18 Guidance,2018-07-26,AAN,1.0
"Ambev S.A. Earlier Reported Q2 EPS $0.04, Inline, Sales $3.108B Beat $3.02B Estimate",2018-07-26,ABEV,1.0
"AllianceBernstein Holding Q2 EPS $0.62 Beats $0.59 Estimate, Sales $844.738M Miss $849.48M Estimate",2018-07-26,AB,1.0
40 Stocks Moving In Thursday's Mid-Day Session,2018-07-26,AAN,1.0
"Aaron's Q2 EPS $0.84 Beats $0.79 Estimate, Sales $927.9M Beat $924.98M Estimate",2018-07-26,AAN,1.0
Portland Public Schools Awards ABM A Multi-Year Contract,2018-07-25,ABM,1.0
"Stocks Which Set New 52-Week High Yesterday, July 24th:",2018-07-25,AB,1.0
"Earnings Scheduled For July 25, 2018",2018-07-25,ABX,1.0
"Barrick Gold Q2 EPS $0.07 Misses $0.12 Estimate, Sales $1.712B Miss $1.88B Estimate",2018-07-25,ABX,1.0
Earnings Preview: Barrick Gold,2018-07-25,ABX,1.0
Stocks Which Set New 52-Week High Yesterday:,2018-07-24,AAP,0.0
AbbVie Reports Received FDA Approval For ORILISSA For Mgmt. Of Moderate To Severe Pain Associated With Endometriosis,2018-07-24,ABBV,0.0
"Asbury Automotive Group Q2 Adj. EPS $2.08 Beats $1.93 Estimate, Sales $1.724B Beat $1.67B Estimate",2018-07-24,ABG,0.0
Neurocrine Biosciences 8-K Highlights FDA Approval Of AbbVie's ORILISSA; Co. To Receive $40M Event-Based Payment Made By AbbVie,2018-07-24,ABBV,0.0
"Watching Cambium Learning Group Shares As Traders Circulate Chatroom Chatter That There Is A Dealreporter Report The Co. Is Accepting 1st Round Bids, Unconfirmed",2018-07-24,ABCD,0.0
Barrick Gold Reports Pres Kelvin Dushnisky Leaving Co.; Mgmt. Intends To Name Successor In Due Course,2018-07-23,ABX,1.0
"Shares Of U.S. Opticals Such As Oclaro, Lumentum, Finisar Moving Higher In Sympathy To AMS Earnings, Guidance; AMS Sees Q3 Sales Of $450M-$490M vs $433M Est.; AMS Says They Expect Record Level Of Sales For Second Half Of 2018",2018-07-23,AAOI,1.0
"American Campus Sees FY18 FFO $2.40-$2.46, FFOM $2.28-$2.34",2018-07-23,ACC,1.0
"American Campus Q2 FFOM $0.52 Down From $0.53 YoY, Sales $201.1M Beat $189.94M Estimate",2018-07-23,ACC,1.0
"Stocks Making 52-Week Highs In Today's Session Include: Centene, O'Reilly Automotive, Tiffany, Align Technology, Fidelity National Info, Norfolk Southern, CSX, W.W. Grainger, Advance Auto Parts, Sysco, Humana, Cintas, Costco, and HCA Healthcare",2018-07-23,AAP,1.0
31 Stocks Moving In Friday's Mid-Day Session,2018-07-20,ABAC,0.0
"Adam Feuerstein, Responding To A Tweet That Citron Will Have More Abbvie Reports Out Soon, Tweets 'In lieu of actual reports or information, let's just hype-tweet the threat of reports. If you have information, put it out there.' (1/2)",2018-07-20,ABBV,0.0
"Adam Feuerstein, Responding To A Tweet That Citron Will Have More Abbvie Reports Out Soon, Tweets 'This promotional front-running nonsense erodes credibility.' (2/2)",2018-07-20,ABBV,0.0
AbbVie Option Alert: Sep 21 $85 Puts Sweep (21) near the Ask: 750 @ $3.151 vs 1765 OI; Earnings 7/27 Before Open Ref=$86.985,2018-07-20,ABBV,0.0
Stocks Which Set New 52-Week High Yesterday,2018-07-20,AAP,0.0
"Earnings Scheduled For July 19, 2018",2018-07-19,ABB,0.0
AbbVie Option Alert: Aug 17 $87.5 Puts at the Ask: 800 @ $2.3 vs 2213 OI; Earnings 7/27 Before Open Ref=$89.725,2018-07-19,ABBV,0.0
40 Stocks Moving In Thursday's Mid-Day Session,2018-07-19,ABB,0.0
51 Biggest Movers From Yesterday,2018-07-19,AAOI,0.0
26 Stocks Moving In Thursday's Pre-Market Session,2018-07-19,ABB,0.0
Earnings Outlook For Alliance Data Systems,2018-07-18,ADS,1.0
"Stocks That Made New 52-Week Highs Today Include: Alphabet (Both Classes), Facebook, Amazon, Eli Lilly, Intercontinental Exchange, Adobe, TripAdvisor, Darden Restaurants, Citrix, Marsh & McLennan, Norfolk Southern, Motorola, TJX, Intuit, Visa, and CSX",2018-07-18,ADBE,1.0
42 Stocks Moving In Wednesday's Mid-Day Session,2018-07-18,AAOI,1.0
Argus Downgrades American Campus to Hold,2018-07-18,ACC,1.0
Potential Winners And Losers In The Optical Space From The Tariff Dispute,2018-07-18,AAOI,1.0
"UPDATE: Mylan's US License For HUMIRA Will Begin On Jul. 31, 2023 And Will Not Be Accelerated By Amgen, Samsung Bioepis Entry",2018-07-17,ABBV,1.0
"UPDATE: AbbVie To Grant Mylan Non-Exclusive License On Specified Dates To AbbVie's Intellectual Property Related To HUMIRA In US, Various Other Countries, Excluding Europe",2018-07-17,ABBV,1.0
UPDATE: AbbVie Will Make No Payments To Mylan,2018-07-17,ABBV,1.0
Waters Has Limited Upside Potential To Growth Expectations; Janney Steps to The Sidelines,2018-07-17,A,1.0
"UPDATE: Mylan Will Pay AbbVie For Licensing HUMIRA Patents Once Its Biosimilar Product Is Launched, No Terms Disclosed",2018-07-17,ABBV,1.0
"H.C. Wainwright Initiates Coverage On Adamas Pharmaceuticals with Buy Rating, Announces $45 Price Target",2018-07-16,ADMS,1.0
"Alliance Data June Recievables $17.69B, 6.6% Charge-Offs as a Percent of Recievables",2018-07-16,ADS,1.0
"The Market In 5 Minutes: Trump-Putin, Prime Day, Netflix And More",2018-07-16,ADM,1.0
ACETO Shares Up 11.6% After Co.'s Subsidiary Acetris Health Received Favorable Ruling Regarding Government Contracts,2018-07-16,ACET,1.0
ACETO Subsidiary Acetris Health Receives Favorable Ruling Regarding Certain Government Contracts,2018-07-16,ACET,1.0
24 Stocks Moving In Friday's Mid-Day Session,2018-07-13,ACOR,1.0
Oppenheimer Initiates Coverage On AcelRx Pharmaceuticals with Perform Rating,2018-07-13,ACRX,1.0
44 Biggest Movers From Yesterday,2018-07-13,ACRX,1.0
"Oppenheimer Initiates Coverage On ADMA Biologics with Outperform Rating, Announces $13 Price Target",2018-07-13,ADMA,1.0
30 Stocks Moving In Friday's Mid-Day Session,2018-07-13,ADMA,1.0
30 Stocks Moving In Thursday's Mid-Day Session,2018-07-12,ACRX,1.0
"Berenberg Initiates Coverage On AbbVie with Hold Rating, Announces $105 Price Target",2018-07-12,ABBV,1.0
AbbVie Announces Submission of sNDA to FDA for Venetoclax in Newly Diagnosed Acute Myeloid Leukemia Patients Ineligible for Intensive Chemotherapy,2018-07-12,ABBV,1.0
"AECOM Reports Winning Of Contract To Design Gordie Howe Int'l. Bridge, No Terms Disclosed",2018-07-12,ACM,1.0
"Accenture Reports Purchase Of Kogentix, No Terms Disclosed",2018-07-12,ACN,1.0
Jefferies Upgrades ABB to Hold,2018-07-11,ABB,0.0
"UPDATE: Barrick Gold Prelim Q2 Market Price For Gold Is $1,306/Oz, Copper $3.12/lb",2018-07-11,ABX,0.0
"AbbVie Says The DBL3001 Study Did Not Show Additional Efficacy When Adding ibrutinib , But Clincially-Meaningful Response Was Observed In A Patient Sub-Population  Warranting Further Analysis",2018-07-11,ABBV,0.0
"Benzinga's Top Upgrades, Downgrades For July 11, 2018",2018-07-11,ABB,0.0
AllianceBernstein Reports June AUM $540B Down 0.2% Sequentially,2018-07-11,AB,0.0
UPDATE: Advaxis Reports Selection Of Prostate Cancer As Second Cancer Type Within Its ADXS-HOT Program,2018-07-10,ADXS,1.0
